GEO.id,Zipcode,GEO.display-label,NAICS.id,NAICS.display-label,RCPSZFE.id,RCPSZFE.display-label,YEAR.id,ESTAB
8610000US11763,11763,"ZIP 11763 (Medford, NY)",7211,Traveler accommodation,1,All establishments,2012,2
8610000US11770,11770,"ZIP 11770 (Ocean Beach, NY)",7211,Traveler accommodation,1,All establishments,2012,5
8610000US11772,11772,"ZIP 11772 (Patchogue, NY)",7211,Traveler accommodation,1,All establishments,2012,2
8610000US11776,11776,"ZIP 11776 (Port Jefferson Station, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11779,11779,"ZIP 11779 (Ronkonkoma, NY)",7211,Traveler accommodation,1,All establishments,2012,3
8610000US11782,11782,"ZIP 11782 (Sayville, NY)",7211,Traveler accommodation,1,All establishments,2012,5
8610000US11787,11787,"ZIP 11787 (Smithtown, NY)",7211,Traveler accommodation,1,All establishments,2012,3
8610000US11788,11788,"ZIP 11788 (Hauppauge, NY)",7211,Traveler accommodation,1,All establishments,2012,7
8610000US11791,11791,"ZIP 11791 (Syosset, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11792,11792,"ZIP 11792 (Wading River, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11797,11797,"ZIP 11797 (Woodbury, NY)",7211,Traveler accommodation,1,All establishments,2012,3
8610000US11801,11801,"ZIP 11801 (Hicksville, NY)",7211,Traveler accommodation,1,All establishments,2012,1
8610000US11803,11803,"ZIP 11803 (Plainview, NY)",7211,Traveler accommodation,1,All establishments,2012,5
8610000US11901,11901,"ZIP 11901 (Riverhead, NY)",7211,Traveler accommodation,1,All establishments,2012,5
8610000US11930,11930,"ZIP 11930 (Amagansett, NY)",7211,Traveler accommodation,1,All establishments,2012,4
8610000US11932,11932,"ZIP 11932 (Bridgehampton, NY)",7211,Traveler accommodation,1,All establishments,2012,2
8610000US11937,11937,"ZIP 11937 (East Hampton, NY)",7211,Traveler accommodation,1,All establishments,2012,6
