ZIP CODE,tc_1# of Properties,tc_1Finance FY'2017 Market Value Total,tc_1Average Market Value,tc_1Finance FY'2017 Assessed Value Land,tc_1Finance FY'2017 Assessed Value Total,tc_1Average Assessed Value,tc_1Finance FY'2017 Exempt Value Land,tc_1Finance FY'2017 Exempt Value Total,"tc_1Finance FY'2017 Taxable Assessed Value 
(Assessed Value minus Exempt Value)","tc_1FY'2017 Taxes
(Taxable Assessed Value * Tax Rate)",tc_1FY'2017 Average Effective Tax Rate (Taxes ÷ Market Value),tc_1FY'2017 Median Effective Tax Rate,"tc_1FY'2017 Average Assessment Ratio
(Assessed Value ÷ Market Value)",tc_1FY'2017 Median Actual Assessment Ratio,tc_1FY'2017 Taxes w/out Exemptions,tc_1FY'2017 Average Taxes w/out Exemptions,tc_1FY'2017 Average Effective Tax Rate w/out Exemptions,tc_1FY'2017 Median Effective Tax Rate w/out Exemption,tc_2 # OF PROPERTIES,tc_2 FY'2017 MARKET VALUE LAND,tc_2 FY'2017 MARKET VALUE TOTAL,tc_2 FY'2017 ASSESSED VALUE LAND,tc_2 FY'2017 ASSESSED VALUE TOTAL,tc_2 FY'2017 EXEMPT VALUE LAND,tc_2 FY'2017 EXEMPT VALUE TOTAL,tc_2 FY'2017 ACTUAL ASSESSED VALUE LAND,tc_2 FY'2017 ACTUAL ASSESSED VALUE TOTAL,tc_2 Average Actual Assessment Ratio,tc_2 Median Actual Assessment Ratio,tc_2 FY'2017 ACTUAL EXEMPT VALUE LAND,tc_2 FY'2017 ACTUAL EXEMPT VALUE TOTAL,tc_2 TOTAL UNITS,tc_2 RESIDENTIAL UNITS,tc_2 LAND SQUARE FEET,tc_2 GROSS SQUARE FEET,tc_2 Taxable Assessed Value,tc_2 Total Taxes,tc_2 Average Taxable Effective Tax Rate,tc_2 Median Taxable Effective Tax Rate,tc_2 Taxes w/out Exemption,tc_2 Average Effective Tax Rate w/out Exemption,tc_2 Median Effective Tax Rate w/out Exemption,tc_2 Average Market Value Per Residential Unit,tc_2 Average Market Value Per Gross Square Foot,tc_2 Actual Assessed Value Per Residential Unit,Actual Assessed Value Per Gross Square Foot,Taxes w/out Exemption Per Residential Unit,Taxes w/out Exemption Per Gross Square Foot,White,Non-White,Black or African American,Asian,Hispanic Origin of Any Race
11005,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,"$211,415,000 ","$347,424,000 ","$95,136,750 ","$141,934,498 ","$16,033,271 ","$16,033,271 ","$95,136,750 ","$156,340,800 ",45.00%,45.00%,"$17,274,897 ","$17,274,897 ","1,866","1,844","4,228,300","3,750,565","125,901,227","16,231,186",4.67%,4.67%,"20,155,456",5.80%,5.80%,"$188,408 ",$93 ,"$84,784 ",$42 ,"$10,930 ",$5.37 ,76%,24%,2%,11%,
11040,573,353784043,617424,8909615,18806876,32822,1430875,1677150,17129726,3424404,0.0097,0.0101,0.0532,0.0539,3759683,6561,0.0106,0.0108,3,"$3,200,000 ","$13,116,000 ","$1,440,000 ","$5,303,790 ","$671,748 ","$671,748 ","$1,440,000 ","$5,902,200 ",45.00%,45.00%,"$699,852 ","$699,852 ",208,208,"303,343","167,090","4,632,042","597,163",4.55%,4.56%,"760,912",5.80%,5.80%,"$63,058 ",$78 ,"$28,376 ",$35 ,"$3,658 ",$4.55 ,56%,44%,1%,34%,11%
11101,812,646157671,795761,10230444,24618646,30319,1463675,2022556,22596090,4517184,0.007,0.0069,0.0381,0.0365,4921514,6061,0.0076,0.0073,"2,669","$204,366,830 ","$1,650,670,871 ","$60,687,445 ","$584,192,470 ","$19,696,887 ","$430,641,310 ","$77,478,204 ","$664,470,873 ",40.25%,45.00%,"$23,848,346 ","$484,563,509 ","20,241","19,870","18,668,453","18,036,079","153,289,004","19,762,018",1.20%,0.53%,"85,663,585",5.19%,5.80%,"$83,074 ",$92 ,"$33,441 ",$37 ,"$4,311 ",$4.75 ,49%,51%,18%,19%,31%
11102,1869,1675193686,896305,18385882,62145311,33251,3340496,6146532,55998779,11194716,0.0067,0.0071,0.0371,0.038,12423469,6647,0.0074,0.0076,"1,937","$181,580,284 ","$1,123,988,856 ","$56,571,026 ","$339,522,689 ","$15,822,741 ","$122,500,550 ","$58,347,763 ","$382,592,696 ",34.04%,45.00%,"$16,772,501 ","$135,093,297 ","11,293","10,990","5,677,566","10,306,735","216,848,342","27,956,088",2.49%,2.35%,"49,323,850",4.39%,5.80%,"$102,274 ",$109 ,"$34,813 ",$37 ,"$4,488 ",$4.79 ,57%,43%,10%,14%,34%
11103,2902,2730540805,940917,27217153,107079780,36899,4994743,8795639,98284141,19647983,0.0072,0.0076,0.0392,0.0401,21406319,7376,0.0078,0.008,"1,366","$198,741,639 ","$1,065,670,073 ","$53,334,892 ","$261,270,823 ","$5,304,698 ","$36,102,552 ","$53,610,489 ","$294,976,292 ",27.68%,18.01%,"$5,263,396 ","$37,372,849 ","11,014","10,623","3,907,294","8,330,457","225,028,581","29,010,685",2.72%,1.83%,"38,028,344",3.57%,2.32%,"$100,317 ",$128 ,"$27,768 ",$35 ,"$3,580 ",$4.56 ,75%,25%,3%,15%,23%
11104,1339,1142856499,853515,10736094,43036286,32141,2481287,3728667,39307619,7857986,0.0069,0.0071,0.0377,0.0381,8603384,6425,0.0075,0.0076,875,"$83,073,336 ","$770,440,612 ","$33,583,613 ","$262,273,595 ","$2,090,537 ","$10,357,016 ","$33,870,869 ","$308,121,293 ",39.99%,45.00%,"$2,225,940 ","$11,356,296 ","10,565","10,427","6,382,816","9,109,727","251,914,419","32,476,807",4.22%,4.70%,"39,722,997",5.16%,5.80%,"$73,889 ",$85 ,"$29,550 ",$34 ,"$3,810 ",$4.36 ,66%,34%,1%,25%,30%
11105,4604,4133516040,897810,40819185,159475709,34639,8843509,15486509,143989200,28784881,0.007,0.0073,0.0386,0.0386,31880789,6925,0.0077,0.0077,826,"$165,001,251 ","$664,146,162 ","$48,941,419 ","$205,124,204 ","$5,269,275 ","$23,519,552 ","$49,154,662 ","$227,737,829 ",34.29%,38.46%,"$5,309,690 ","$24,525,203 ","7,610","7,369","3,491,098","6,787,771","181,601,232","23,412,031",3.53%,2.75%,"29,359,961",4.42%,4.96%,"$90,127 ",$98 ,"$30,905 ",$34 ,"$3,984 ",$4.33 ,76%,24%,2%,11%,22%
11106,1955,1684446310,861609,17730385,65934601,33726,2984252,5678169,60256432,12045863,0.0072,0.0075,0.0391,0.0397,13180986,6742,0.0078,0.0079,"1,244","$198,378,052 ","$1,220,174,800 ","$70,157,206 ","$387,261,109 ","$25,463,609 ","$120,605,443 ","$72,217,487 ","$444,910,476 ",36.46%,45.00%,"$25,510,606 ","$131,372,915 ","15,503","15,260","10,163,972","12,789,516","266,481,546","34,354,801",2.82%,1.84%,"57,357,859",4.70%,5.80%,"$79,959 ",$95 ,"$29,155 ",$35 ,"$3,759 ",$4.48 ,59%,41%,8%,16%,31%
11109,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,196,"$62,201,359 ","$928,966,005 ","$24,007,633 ","$365,089,559 ","$24,007,633 ","$365,089,559 ","$27,977,252 ","$418,006,991 ",45.00%,45.00%,"$27,977,252 ","$418,006,991 ","4,372","4,325","1,119,968","5,137,402",0,0,0.00%,0.00%,"53,889,461",5.80%,5.80%,"$214,790 ",$181 ,"$96,649 ",$81 ,"$12,460 ",$10.49 ,71%,29%,5%,18%,
11201,1471,5159588672,3507538,23401215,99833104,67868,1530452,2724409,97108695,19412999,0.0038,0.0038,0.0193,0.0193,19957636,13567,0.0039,0.0039,"6,114","$774,453,557 ","$5,182,009,363 ","$259,187,302 ","$1,667,858,795 ","$65,918,904 ","$725,559,093 ","$265,313,073 ","$1,953,405,933 ",37.70%,45.00%,"$66,873,088 ","$856,633,145 ","37,044","36,417","26,204,943","49,136,962","939,232,044","121,085,795",2.34%,1.40%,"251,833,093",4.86%,5.80%,"$142,296 ",$105 ,"$53,640 ",$40 ,"$6,915 ",$5.13 ,65%,35%,14%,10%,14%
11203,9504,4518986342,475483,116615920,219320527,23077,17735112,20571206,198749321,39731977,0.0088,0.0093,0.0485,0.0495,43844367,4613,0.0097,0.0099,"1,077","$127,552,089 ","$781,009,461 ","$36,787,746 ","$239,347,155 ","$11,383,514 ","$64,552,384 ","$45,157,796 ","$276,204,789 ",35.37%,36.27%,"$11,620,088 ","$74,967,231 ","12,548","12,149","5,134,528","11,246,552","174,780,251","22,532,670",2.89%,3.45%,"35,608,321",4.56%,4.68%,"$64,286 ",$69 ,"$22,735 ",$25 ,"$2,931 ",$3.17 ,4%,96%,90%,1%,6%
11204,8462,8069713644,953641,97169542,298582333,35285,18088461,31187809,267394524,53454839,0.0066,0.0068,0.037,0.0366,59689594,7054,0.0074,0.0073,"2,086","$250,235,587 ","$902,024,200 ","$63,932,317 ","$237,601,062 ","$6,093,385 ","$27,496,003 ","$64,422,412 ","$269,065,561 ",29.83%,21.33%,"$6,051,756 ","$31,301,407 ","11,844","11,418","9,324,310","12,833,119","209,912,428","27,061,910",3.00%,2.20%,"34,687,932",3.85%,2.75%,"$79,000 ",$70 ,"$23,565 ",$21 ,"$3,038 ",$2.70 ,65%,35%,1%,29%,11%
11205,1609,2106482836,1309188,11756590,39469877,24531,2041115,5143292,34326585,6862228,0.0033,0.003,0.0187,0.0164,7890423,4904,0.0037,0.0033,"3,258","$290,658,696 ","$1,609,884,389 ","$72,131,523 ","$470,727,459 ","$33,367,739 ","$254,937,985 ","$74,577,890 ","$520,973,329 ",32.36%,45.00%,"$33,713,235 ","$274,025,832 ","15,238","14,848","11,001,030","19,025,217","214,686,555","27,677,391",1.72%,0.54%,"67,163,882",4.17%,5.80%,"$108,424 ",$85 ,"$35,087 ",$27 ,"$4,523 ",$3.53 ,46%,54%,32%,7%,21%
11206,2214,1630699766,736540,14008374,44048300,19895,2142889,7359986,36688314,7334361,0.0045,0.0038,0.027,0.0258,8805696,3977,0.0054,0.0052,"3,572","$253,111,431 ","$2,109,279,013 ","$81,679,748 ","$622,482,601 ","$52,032,337 ","$464,291,042 ","$86,229,492 ","$713,079,575 ",33.81%,40.56%,"$53,889,772 ","$536,568,222 ","28,447","27,856","15,281,383","30,057,928","157,787,888","20,342,015",0.96%,0.61%,"91,930,219",4.36%,5.23%,"$75,721 ",$70 ,"$25,599 ",$24 ,"$3,300 ",$3.06 ,45%,55%,26%,5%,44%
11207,8759,4593520337,524434,64085228,147581230,16849,14973255,27166749,120414481,24072059,0.0052,0.005,0.0321,0.0333,29502964,3368,0.0064,0.0067,"2,367","$159,215,329 ","$903,151,045 ","$57,338,657 ","$269,902,453 ","$40,644,097 ","$160,409,569 ","$57,677,027 ","$316,290,230 ",35.02%,45.00%,"$41,412,783 ","$194,080,516 ","16,421","15,989","8,266,969","17,189,429","108,844,152","14,032,188",1.55%,4.06%,"40,776,136",4.51%,5.80%,"$56,486 ",$53 ,"$19,782 ",$18 ,"$2,550 ",$2.37 ,15%,85%,66%,1%,34%
11208,9581,4546869120,474571,84438979,183249403,19126,10932849,18890074,164359329,32857073,0.0072,0.0078,0.0403,0.0427,36633388,3824,0.0081,0.0085,949,"$145,685,357 ","$591,009,388 ","$50,118,820 ","$192,059,806 ","$37,820,531 ","$120,323,374 ","$53,546,060 ","$217,535,196 ",36.81%,31.53%,"$39,782,019 ","$135,979,073 ","13,219","12,924","8,634,980","13,157,452","71,722,751","9,246,497",1.56%,3.46%,"28,044,637",4.75%,4.06%,"$45,730 ",$45 ,"$16,832 ",$17 ,"$2,170 ",$2.13 ,29%,71%,55%,5%,41%
11209,7558,7555096462,999616,91400185,304591687,40301,15000672,24466554,280125133,55999815,0.0074,0.0077,0.0403,0.0405,60890924,8056,0.0081,0.0081,"1,325","$181,028,438 ","$1,579,344,768 ","$65,928,302 ","$497,015,955 ","$10,126,489 ","$22,288,012 ","$67,126,185 ","$585,527,448 ",37.07%,45.00%,"$10,678,811 ","$24,607,228 ","20,099","19,437","10,660,648","19,630,130","474,706,869","61,199,210",3.87%,2.86%,"75,486,199",4.78%,5.80%,"$81,255 ",$80 ,"$30,124 ",$30 ,"$3,884 ",$3.85 ,76%,24%,2%,13%,16%
11210,7876,5911267920,750542,105943040,253525578,32190,13668970,16626033,236899545,47358588,0.008,0.0084,0.0429,0.0445,50682298,6435,0.0086,0.0089,334,"$83,009,678 ","$545,530,008 ","$32,919,310 ","$191,212,260 ","$3,344,659 ","$15,490,494 ","$33,556,714 ","$224,162,772 ",41.09%,45.00%,"$3,511,647 ","$17,430,224 ","10,724","10,569","3,329,200","10,731,798","175,431,114","22,616,579",4.15%,2.16%,"28,899,065",5.30%,5.80%,"$51,616 ",$51 ,"$21,209 ",$21 ,"$2,734 ",$2.69 ,32%,68%,58%,4%,7%
11211,2695,2985491645,1107789,17821862,63298059,23487,2592789,5893088,57404971,11475828,0.0038,0.0035,0.0212,0.0211,12653915,4695,0.0042,0.0042,"4,750","$387,804,449 ","$3,003,158,683 ","$103,535,190 ","$742,847,226 ","$30,795,454 ","$349,745,853 ","$109,554,434 ","$851,220,698 ",28.34%,37.93%,"$32,679,131 ","$405,513,117 ","24,477","23,324","12,564,052","27,221,159","392,644,397","50,619,716",1.69%,0.65%,"109,739,372",3.65%,4.89%,"$128,758 ",$110 ,"$36,495 ",$31 ,"$4,705 ",$4.03 ,79%,21%,5%,4%,26%
11212,3985,1733703640,435057,45301105,72116712,18097,6739035,10021066,62095646,12413541,0.0072,0.0088,0.0416,0.0497,14416852,3618,0.0083,0.0099,"1,727","$221,770,614 ","$1,173,145,162 ","$74,091,473 ","$395,545,304 ","$38,623,848 ","$205,423,226 ","$78,917,977 ","$473,497,812 ",40.36%,36.30%,"$42,760,070 ","$255,005,463 ","23,969","23,622","11,131,548","21,542,987","190,032,208","24,498,952",2.09%,4.30%,"61,043,338",5.20%,4.68%,"$49,663 ",$54 ,"$20,045 ",$22 ,"$2,584 ",$2.83 ,4%,96%,86%,1%,15%
11213,3748,2906849624,775574,37717583,85924413,22925,6078937,10023788,75900625,15173294,0.0052,0.0053,0.0296,0.0294,17177149,4583,0.0059,0.0059,"1,406","$159,303,530 ","$1,313,006,032 ","$42,553,922 ","$343,863,671 ","$11,748,188 ","$128,485,804 ","$45,765,829 ","$415,948,456 ",31.68%,45.00%,"$13,602,576 ","$153,823,315 ","18,858","18,452","7,090,587","18,826,131","215,129,576","27,734,505",2.11%,1.42%,"53,624,075",4.08%,5.80%,"$71,158 ",$70 ,"$22,542 ",$22 ,"$2,906 ",$2.85 ,20%,80%,70%,2%,11%
11214,8585,7025544460,818351,81494335,282899443,32953,17419345,44005005,238894438,47757387,0.0068,0.0072,0.0403,0.0412,56554428,6588,0.008,0.0082,"1,769","$248,647,845 ","$1,129,937,262 ","$74,918,266 ","$335,145,234 ","$12,718,928 ","$42,520,213 ","$75,731,863 ","$389,061,624 ",34.43%,22.89%,"$12,798,793 ","$47,053,281 ","16,581","16,263","10,647,779","16,924,245","292,484,536","37,707,106",3.34%,2.35%,"50,157,825",4.44%,2.95%,"$69,479 ",$67 ,"$23,923 ",$23 ,"$3,084 ",$2.96 ,55%,45%,1%,35%,14%
11215,6256,12388670436,1980286,44433152,186845485,29867,7311677,11568198,175277287,35039682,0.0028,0.0026,0.0151,0.014,37352281,5971,0.003,0.0028,"4,859","$534,746,309 ","$4,013,664,902 ","$84,488,860 ","$620,716,964 ","$18,227,806 ","$153,122,397 ","$86,445,661 ","$692,577,565 ",17.26%,17.45%,"$18,438,014 ","$175,410,329 ","20,236","19,430","9,217,583","21,724,779","466,256,422","60,109,778",1.50%,0.77%,"89,287,100",2.22%,2.25%,"$206,571 ",$185 ,"$35,645 ",$32 ,"$4,595 ",$4.11 ,74%,26%,5%,8%,18%
11216,3847,3558155725,924917,22842946,74187296,19284,4043209,9518975,64668321,12927844,0.0036,0.0034,0.0208,0.0189,14830782,3855,0.0042,0.0038,"2,562","$161,268,143 ","$1,276,522,449 ","$42,522,518 ","$305,304,934 ","$10,403,546 ","$99,399,705 ","$46,806,547 ","$356,146,233 ",27.90%,31.80%,"$11,227,646 ","$120,467,541 ","17,934","17,287","9,765,329","15,431,933","204,969,062","26,424,611",2.07%,2.19%,"45,914,372",3.60%,4.10%,"$73,843 ",$83 ,"$20,602 ",$23 ,"$2,656 ",$2.98 ,18%,82%,72%,4%,10%
11217,2448,5455426051,2228524,20117141,84894091,34679,2905088,5192092,79701999,15933227,0.0029,0.0027,0.0156,0.0147,16971178,6933,0.0031,0.0029,"2,804","$399,556,331 ","$2,278,890,447 ","$70,024,485 ","$405,178,746 ","$19,699,201 ","$147,058,393 ","$70,717,187 ","$455,498,379 ",19.99%,18.75%,"$19,704,273 ","$173,672,117 ","16,058","15,471","6,271,165","15,410,805","257,374,731","33,180,750",1.46%,1.22%,"58,722,851",2.58%,2.42%,"$147,301 ",$148 ,"$29,442 ",$30 ,"$3,796 ",$3.81 ,55%,45%,20%,7%,22%
11218,5882,5726419680,973550,67039621,165614480,28156,9574839,15352630,150261850,30038846,0.0052,0.0055,0.0289,0.0303,33107991,5629,0.0058,0.0061,"1,466","$182,224,894 ","$1,137,376,218 ","$57,224,999 ","$348,706,430 ","$9,249,999 ","$44,561,892 ","$59,306,136 ","$411,015,691 ",36.14%,45.00%,"$11,233,114 ","$49,624,608 ","16,773","16,457","6,478,342","17,897,744","303,936,947","39,183,551",3.45%,1.96%,"52,988,143",4.66%,5.80%,"$69,112 ",$64 ,"$24,975 ",$23 ,"$3,220 ",$2.96 ,57%,43%,8%,17%,20%
11219,7265,7210679748,992523,102469322,275480439,37919,15179457,28163726,247316713,49441084,0.0069,0.0069,0.0382,0.0377,55071295,7580,0.0076,0.0075,"2,524","$237,685,349 ","$1,142,200,783 ","$62,019,680 ","$293,070,581 ","$9,323,599 ","$60,060,068 ","$62,131,201 ","$329,063,273 ",28.81%,19.20%,"$9,366,705 ","$64,424,340 ","13,527","12,986","7,797,793","16,806,220","232,934,935","30,029,972",2.63%,1.56%,"42,422,837",3.71%,2.47%,"$87,956 ",$68 ,"$25,340 ",$20 ,"$3,267 ",$2.52 ,66%,34%,1%,26%,13%
11220,6487,6197570117,955383,63201976,185049382,28526,9546636,14315165,170734217,34131477,0.0055,0.0055,0.0299,0.0292,36993222,5703,0.006,0.0058,"2,558","$200,526,303 ","$1,595,332,330 ","$41,018,313 ","$307,817,024 ","$8,958,308 ","$68,693,356 ","$41,714,224 ","$339,336,648 ",21.27%,17.20%,"$9,040,111 ","$76,087,836 ","15,505","14,611","6,128,654","14,119,911","238,653,848","30,767,254",1.93%,1.52%,"43,747,281",2.74%,2.22%,"$109,187 ",$113 ,"$23,225 ",$24 ,"$2,994 ",$3.10 ,30%,70%,2%,41%,41%
11221,6797,5076213223,746831,40600007,117319280,17260,6388425,14879819,102439461,20478673,0.004,0.0034,0.0231,0.0189,23453297,3451,0.0046,0.0038,"1,928","$178,998,362 ","$1,091,580,985 ","$45,511,442 ","$278,506,609 ","$21,589,397 ","$149,124,771 ","$54,676,008 ","$318,643,054 ",29.19%,20.87%,"$28,272,987 ","$178,982,115 ","17,212","16,663","7,362,244","15,229,819","128,617,641","16,581,386",1.52%,1.44%,"41,079,463",3.76%,2.69%,"$65,509 ",$72 ,"$19,123 ",$21 ,"$2,465 ",$2.70 ,30%,70%,57%,3%,39%
11222,2502,2814494865,1124898,15623129,58724857,23471,2912417,4504513,54220344,10839189,0.0039,0.0038,0.0209,0.0208,11739686,4692,0.0042,0.0042,"2,959","$285,229,321 ","$1,973,936,089 ","$45,843,314 ","$325,897,110 ","$6,702,632 ","$113,540,181 ","$51,950,614 ","$368,364,021 ",18.66%,12.92%,"$7,702,939 ","$124,496,605 ","15,078","14,428","6,548,796","13,277,447","212,081,105","27,341,496",1.39%,0.93%,"47,489,490",2.41%,1.67%,"$136,813 ",$149 ,"$25,531 ",$28 ,"$3,291 ",$3.58 ,84%,16%,3%,6%,12%
11223,9204,9178246667,997202,87751863,312940613,34001,17473744,31158149,281782464,56331132,0.0061,0.0069,0.0341,0.0373,62559958,6797,0.0068,0.0075,"1,195","$199,242,080 ","$874,965,864 ","$68,687,753 ","$267,377,922 ","$19,866,203 ","$60,552,676 ","$68,909,343 ","$310,657,321 ",35.51%,36.63%,"$19,585,377 ","$72,753,070 ","12,549","12,198","7,424,651","12,360,420","206,768,126","26,656,547",3.05%,1.60%,"40,049,942",4.58%,4.72%,"$71,730 ",$71 ,"$25,468 ",$25 ,"$3,283 ",$3.24 ,64%,36%,4%,23%,12%
11224,2121,1107830777,522315,18767453,46233630,21798,3822309,5390764,40842866,8164897,0.0074,0.0085,0.0417,0.0471,9242565,4358,0.0083,0.0094,"1,259","$158,693,059 ","$1,017,274,266 ","$67,309,849 ","$374,852,385 ","$59,643,437 ","$263,546,992 ","$65,228,959 ","$428,687,986 ",42.14%,45.00%,"$57,740,158 ","$308,000,851 ","16,508","16,385","15,564,317","16,610,130","108,804,266","14,027,046",1.38%,1.99%,"55,266,455",5.43%,5.80%,"$62,086 ",$61 ,"$26,163 ",$26 ,"$3,373 ",$3.33 ,69%,31%,22%,8%,17%
11225,3015,2824707159,936885,31932259,79828643,26477,5398313,7717718,72110925,14415695,0.0051,0.0054,0.0283,0.03,15958544,5293,0.0056,0.006,"1,040","$148,684,893 ","$1,186,939,466 ","$52,512,555 ","$388,236,566 ","$7,232,863 ","$65,654,337 ","$57,313,310 ","$461,944,228 ",38.92%,45.00%,"$7,621,572 ","$76,975,781 ","19,814","19,271","6,036,911","18,915,000","317,256,258","40,900,677",3.45%,1.96%,"59,553,850",5.02%,5.80%,"$61,592 ",$63 ,"$23,971 ",$24 ,"$3,090 ",$3.15 ,19%,81%,73%,2%,9%
11226,3754,2961671752,788938,48176582,102568679,27323,5676461,7483349,95085330,19008508,0.0064,0.0073,0.0346,0.0394,20504505,5462,0.0069,0.0079,"1,502","$264,570,503 ","$1,736,966,542 ","$91,754,516 ","$564,283,126 ","$5,086,646 ","$36,800,479 ","$105,878,632 ","$690,963,372 ",39.78%,45.00%,"$7,022,416 ","$45,080,206 ","32,183","31,616","11,467,969","30,730,415","525,150,190","67,702,362",3.90%,4.04%,"89,078,998",5.13%,5.80%,"$54,939 ",$57 ,"$21,855 ",$22 ,"$2,818 ",$2.90 ,9%,91%,75%,3%,16%
11227,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,"$15,000 ","$563,000 ","$1,389 ","$52,127 ",$0 ,$0 ,"$1,389 ","$52,127 ",9.26%,9.26%,$0 ,$0 ,7,7,"3,402","4,875","52,127","6,720",1.19%,1.19%,"6,720",1.19%,1.19%,"$80,429 ",$115 ,"$7,447 ",$11 ,$960 ,$1.38 ,,,,,
11228,7635,7054618600,923984,92294700,268734511,35198,18440452,28849443,239885068,47955424,0.0068,0.0072,0.0381,0.0383,53722716,7036,0.0076,0.0077,424,"$53,628,845 ","$218,721,749 ","$12,749,458 ","$51,954,301 ","$1,249,496 ","$2,955,060 ","$12,821,170 ","$57,435,810 ",26.26%,19.50%,"$1,300,097 ","$3,107,810 ","2,479","2,323","1,409,747","2,505,743","48,929,041","6,307,932",2.88%,2.19%,"7,404,625",3.39%,2.51%,"$94,155 ",$87 ,"$24,725 ",$23 ,"$3,188 ",$2.96 ,64%,36%,1%,30%,10%
11229,11377,7497314078,658989,101176931,323915121,28471,22084501,32232745,291682376,58310224,0.0078,0.0083,0.0432,0.0452,64753872,5692,0.0086,0.009,"1,096","$215,585,783 ","$1,023,538,036 ","$91,917,079 ","$364,256,044 ","$39,003,152 ","$89,244,211 ","$91,218,737 ","$427,642,753 ",41.78%,45.00%,"$38,513,194 ","$105,373,249 ","16,519","16,313","7,692,746","17,448,849","274,047,858","35,330,250",3.45%,0.85%,"55,131,704",5.39%,5.80%,"$62,744 ",$59 ,"$26,215 ",$25 ,"$3,380 ",$3.16 ,70%,30%,5%,21%,8%
11230,6868,7282610052,1060368,113409885,269645947,39261,13353800,17365557,252280390,50433373,0.0069,0.0072,0.037,0.0382,53904921,7849,0.0074,0.0076,"1,301","$236,112,002 ","$1,296,918,140 ","$91,608,621 ","$452,234,042 ","$12,393,000 ","$52,926,660 ","$93,949,607 ","$533,472,230 ",41.13%,45.00%,"$13,545,624 ","$60,429,570 ","21,524","21,219","7,721,928","22,478,325","398,535,600","51,379,210",3.96%,2.23%,"68,775,240",5.30%,5.80%,"$61,121 ",$58 ,"$25,141 ",$24 ,"$3,241 ",$3.06 ,79%,21%,8%,13%,10%
11231,2900,5138749402,1771983,19307977,81575470,28129,2523841,6436056,75139414,15021120,0.0029,0.0027,0.0159,0.0146,16307752,5623,0.0032,0.0029,"2,657","$392,923,702 ","$1,326,750,965 ","$56,588,979 ","$245,450,561 ","$7,551,461 ","$61,045,815 ","$58,918,223 ","$268,008,292 ",20.20%,18.83%,"$8,938,897 ","$68,920,515 ","9,571","9,260","10,832,894","10,120,038","183,839,172","23,700,546",1.79%,1.52%,"34,551,629",2.60%,2.43%,"$143,278 ",$131 ,"$28,943 ",$26 ,"$3,731 ",$3.41 ,66%,34%,12%,5%,22%
11232,1579,1396086228,884158,11415543,33686668,21334,1823516,2729529,30957139,6188642,0.0044,0.0044,0.0241,0.0237,6734302,4265,0.0048,0.0047,"1,036","$74,122,988 ","$576,819,210 ","$14,148,787 ","$115,194,601 ","$3,011,268 ","$26,892,709 ","$14,742,069 ","$128,993,877 ",22.36%,32.24%,"$3,026,692 ","$28,689,407 ","5,705","5,436","2,605,662","4,925,694","88,254,263","11,377,740",1.97%,1.07%,"16,629,891",2.88%,4.16%,"$106,111 ",$117 ,"$23,730 ",$26 ,"$3,059 ",$3.38 ,37%,63%,5%,15%,59%
11233,6123,4280086495,699018,44538866,111288567,18175,7202542,21599913,89688654,17929659,0.0042,0.0039,0.026,0.0215,22247697,3633,0.0052,0.0043,"1,662","$163,997,912 ","$1,073,778,722 ","$42,085,460 ","$288,636,165 ","$25,638,620 ","$195,224,848 ","$49,882,407 ","$329,321,806 ",30.67%,21.37%,"$31,285,193 ","$226,717,441 ","17,994","17,543","8,828,783","17,500,728","93,242,585","12,020,834",1.12%,1.16%,"42,456,167",3.95%,2.76%,"$61,208 ",$61 ,"$18,772 ",$19 ,"$2,420 ",$2.43 ,5%,95%,83%,2%,14%
11234,19024,10891319860,572504,184925311,547854245,28798,34462581,46077593,501776652,100310171,0.0092,0.0094,0.0503,0.0495,109521542,5757,0.0101,0.0099,338,"$60,714,764 ","$267,258,942 ","$24,989,746 ","$94,927,511 ","$11,842,835 ","$35,448,936 ","$22,956,865 ","$109,261,650 ",40.88%,45.00%,"$10,241,649 ","$39,891,873 ","4,470","4,417","3,186,881","5,324,202","59,445,769","7,663,749",2.87%,0.21%,"14,086,012",5.27%,5.80%,"$60,507 ",$50 ,"$24,737 ",$21 ,"$3,189 ",$2.65 ,44%,56%,46%,5%,8%
11235,7344,5217426992,710434,78363285,238419828,32465,13420498,23157507,215262321,43033091,0.0082,0.0089,0.0457,0.0471,47662508,6490,0.0091,0.0094,"3,013","$251,439,330 ","$1,717,813,629 ","$107,267,221 ","$640,370,884 ","$36,285,867 ","$178,938,742 ","$105,102,296 ","$729,851,848 ",42.49%,45.00%,"$36,759,597 ","$200,752,927 ","25,793","25,426","20,413,224","30,711,565","458,706,789","59,136,479",3.44%,1.53%,"94,092,500",5.48%,5.80%,"$67,561 ",$56 ,"$28,705 ",$24 ,"$3,701 ",$3.06 ,81%,19%,3%,13%,8%
