ZIP CODE,tc_2 # OF PROPERTIES,tc_2  FY'2017 MARKET VALUE LAND,tc_2  FY'2017 MARKET VALUE TOTAL,tc_2  FY'2017 ASSESSED VALUE LAND,tc_2  FY'2017 ASSESSED VALUE TOTAL,tc_2  FY'2017 EXEMPT VALUE LAND,tc_2  FY'2017 EXEMPT VALUE TOTAL,tc_2  FY'2017 ACTUAL ASSESSED VALUE LAND,tc_2  FY'2017 ACTUAL ASSESSED VALUE TOTAL,tc_2  Average Actual Assessment Ratio,tc_2  Median Actual Assessment Ratio,tc_2  FY'2017 ACTUAL EXEMPT VALUE LAND,tc_2  FY'2017 ACTUAL EXEMPT VALUE TOTAL,tc_2  TOTAL UNITS,tc_2  RESIDENTIAL UNITS,tc_2  LAND SQUARE FEET,tc_2 GROSS SQUARE FEET,tc_2 Taxable Assessed Value,tc_2 Total Taxes,tc_2 Average Taxable Effective Tax Rate,tc_2 Median Taxable Effective Tax Rate,tc_2 Taxes w/out Exemption,tc_2 Average Effective Tax Rate w/out Exemption,tc_2 Median Effective Tax Rate w/out Exemption,tc_2 Average Market Value Per Residential Unit,tc_2  Average Market Value Per Gross Square Foot,tc_2 Actual Assessed Value Per Residential Unit,tc_2 Actual Assessed Value Per Gross Square Foot,tc_2 Taxes w/out Exemption Per Residential Unit,tc_2 Taxes w/out Exemption Per Gross Square Foot,tc_1 # of Properties,tc_1 Finance FY'2017 Market Value Total,tc_1 Average Market Value,tc_1 Finance FY'2017 Assessed Value Land,tc_1 Finance FY'2017 Assessed Value Total,tc_1 Average Assessed Value,tc_1 Finance FY'2017 Exempt Value Land,tc_1 Finance FY'2017 Exempt Value Total,"tc_1 Finance FY'2017 Taxable Assessed Value 
(Assessed Value minus Exempt Value)","tc_1 FY'2017 Taxes
(Taxable Assessed Value * Tax Rate)",tc_1 FY'2017 Average Effective Tax Rate (Taxes ÷ Market Value),tc_1 FY'2017 Median Effective Tax Rate,"tc_1 FY'2017 Average Assessment Ratio
(Assessed Value ÷ Market Value)",tc_1 FY'2017 Median Actual Assessment Ratio,tc_1 FY'2017 Taxes w/out Exemptions,tc_1 FY'2017 Average Taxes w/out Exemptions,tc_1 FY'2017 Average Effective Tax Rate w/out Exemptions,tc_1 FY'2017 Median Effective Tax Rate w/out Exemption
11210,334,"$83,009,678 ","$545,530,008 ","$32,919,310 ","$191,212,260 ","$3,344,659 ","$15,490,494 ","$33,556,714 ","$224,162,772 ",41.09%,45.00%,"$3,511,647 ","$17,430,224 ","10,724","10,569","3,329,200","10,731,798","175,431,114","22,616,579",4.15%,2.16%,"28,899,065",5.30%,5.80%,"$51,616 ",$51 ,"$21,209 ",$21 ,"$2,734 ",$2.69 ,"2,121","$1,107,830,777 ","$522,315 ","$18,767,453 ","$46,233,630 ","$21,798 ","$3,822,309 ","$5,390,764 ","$40,842,866 ","$8,164,897 ",0.74%,0.85%,4.17%,4.71%,"9,242,565","$4,358 ",0.83%,0.94%
11211,"4,750","$387,804,449 ","$3,003,158,683 ","$103,535,190 ","$742,847,226 ","$30,795,454 ","$349,745,853 ","$109,554,434 ","$851,220,698 ",28.34%,37.93%,"$32,679,131 ","$405,513,117 ","24,477","23,324","12,564,052","27,221,159","392,644,397","50,619,716",1.69%,0.65%,"109,739,372",3.65%,4.89%,"$128,758 ",$110 ,"$36,495 ",$31 ,"$4,705 ",$4.03 ,"3,015","$2,824,707,159 ","$936,885 ","$31,932,259 ","$79,828,643 ","$26,477 ","$5,398,313 ","$7,717,718 ","$72,110,925 ","$14,415,695 ",0.51%,0.54%,2.83%,3.00%,"15,958,544","$5,293 ",0.56%,0.60%
11212,"1,727","$221,770,614 ","$1,173,145,162 ","$74,091,473 ","$395,545,304 ","$38,623,848 ","$205,423,226 ","$78,917,977 ","$473,497,812 ",40.36%,36.30%,"$42,760,070 ","$255,005,463 ","23,969","23,622","11,131,548","21,542,987","190,032,208","24,498,952",2.09%,4.30%,"61,043,338",5.20%,4.68%,"$49,663 ",$54 ,"$20,045 ",$22 ,"$2,584 ",$2.83 ,"3,754","$2,961,671,752 ","$788,938 ","$48,176,582 ","$102,568,679 ","$27,323 ","$5,676,461 ","$7,483,349 ","$95,085,330 ","$19,008,508 ",0.64%,0.73%,3.46%,3.94%,"20,504,505","$5,462 ",0.69%,0.79%
11213,"1,406","$159,303,530 ","$1,313,006,032 ","$42,553,922 ","$343,863,671 ","$11,748,188 ","$128,485,804 ","$45,765,829 ","$415,948,456 ",31.68%,45.00%,"$13,602,576 ","$153,823,315 ","18,858","18,452","7,090,587","18,826,131","215,129,576","27,734,505",2.11%,1.42%,"53,624,075",4.08%,5.80%,"$71,158 ",$70 ,"$22,542 ",$22 ,"$2,906 ",$2.85 ,"7,635","$7,054,618,600 ","$923,984 ","$92,294,700 ","$268,734,511 ","$35,198 ","$18,440,452 ","$28,849,443 ","$239,885,068 ","$47,955,424 ",0.68%,0.72%,3.81%,3.83%,"53,722,716","$7,036 ",0.76%,0.77%
11214,"1,769","$248,647,845 ","$1,129,937,262 ","$74,918,266 ","$335,145,234 ","$12,718,928 ","$42,520,213 ","$75,731,863 ","$389,061,624 ",34.43%,22.89%,"$12,798,793 ","$47,053,281 ","16,581","16,263","10,647,779","16,924,245","292,484,536","37,707,106",3.34%,2.35%,"50,157,825",4.44%,2.95%,"$69,479 ",$67 ,"$23,923 ",$23 ,"$3,084 ",$2.96 ,"11,377","$7,497,314,078 ","$658,989 ","$101,176,931 ","$323,915,121 ","$28,471 ","$22,084,501 ","$32,232,745 ","$291,682,376 ","$58,310,224 ",0.78%,0.83%,4.32%,4.52%,"64,753,872","$5,692 ",0.86%,0.90%
11215,"4,859","$534,746,309 ","$4,013,664,902 ","$84,488,860 ","$620,716,964 ","$18,227,806 ","$153,122,397 ","$86,445,661 ","$692,577,565 ",17.26%,17.45%,"$18,438,014 ","$175,410,329 ","20,236","19,430","9,217,583","21,724,779","466,256,422","60,109,778",1.50%,0.77%,"89,287,100",2.22%,2.25%,"$206,571 ",$185 ,"$35,645 ",$32 ,"$4,595 ",$4.11 ,"6,868","$7,282,610,052 ","$1,060,368 ","$113,409,885 ","$269,645,947 ","$39,261 ","$13,353,800 ","$17,365,557 ","$252,280,390 ","$50,433,373 ",0.69%,0.72%,3.70%,3.82%,"53,904,921","$7,849 ",0.74%,0.76%
11216,"2,562","$161,268,143 ","$1,276,522,449 ","$42,522,518 ","$305,304,934 ","$10,403,546 ","$99,399,705 ","$46,806,547 ","$356,146,233 ",27.90%,31.80%,"$11,227,646 ","$120,467,541 ","17,934","17,287","9,765,329","15,431,933","204,969,062","26,424,611",2.07%,2.19%,"45,914,372",3.60%,4.10%,"$73,843 ",$83 ,"$20,602 ",$23 ,"$2,656 ",$2.98 ,"2,900","$5,138,749,402 ","$1,771,983 ","$19,307,977 ","$81,575,470 ","$28,129 ","$2,523,841 ","$6,436,056 ","$75,139,414 ","$15,021,120 ",0.29%,0.27%,1.59%,1.46%,"16,307,752","$5,623 ",0.32%,0.29%
11217,"2,804","$399,556,331 ","$2,278,890,447 ","$70,024,485 ","$405,178,746 ","$19,699,201 ","$147,058,393 ","$70,717,187 ","$455,498,379 ",19.99%,18.75%,"$19,704,273 ","$173,672,117 ","16,058","15,471","6,271,165","15,410,805","257,374,731","33,180,750",1.46%,1.22%,"58,722,851",2.58%,2.42%,"$147,301 ",$148 ,"$29,442 ",$30 ,"$3,796 ",$3.81 ,"1,579","$1,396,086,228 ","$884,158 ","$11,415,543 ","$33,686,668 ","$21,334 ","$1,823,516 ","$2,729,529 ","$30,957,139 ","$6,188,642 ",0.44%,0.44%,2.41%,2.37%,"6,734,302","$4,265 ",0.48%,0.47%
11218,"1,466","$182,224,894 ","$1,137,376,218 ","$57,224,999 ","$348,706,430 ","$9,249,999 ","$44,561,892 ","$59,306,136 ","$411,015,691 ",36.14%,45.00%,"$11,233,114 ","$49,624,608 ","16,773","16,457","6,478,342","17,897,744","303,936,947","39,183,551",3.45%,1.96%,"52,988,143",4.66%,5.80%,"$69,112 ",$64 ,"$24,975 ",$23 ,"$3,220 ",$2.96 ,"6,123","$4,280,086,495 ","$699,018 ","$44,538,866 ","$111,288,567 ","$18,175 ","$7,202,542 ","$21,599,913 ","$89,688,654 ","$17,929,659 ",0.42%,0.39%,2.60%,2.15%,"22,247,697","$3,633 ",0.52%,0.43%
11219,"2,524","$237,685,349 ","$1,142,200,783 ","$62,019,680 ","$293,070,581 ","$9,323,599 ","$60,060,068 ","$62,131,201 ","$329,063,273 ",28.81%,19.20%,"$9,366,705 ","$64,424,340 ","13,527","12,986","7,797,793","16,806,220","232,934,935","30,029,972",2.63%,1.56%,"42,422,837",3.71%,2.47%,"$87,956 ",$68 ,"$25,340 ",$20 ,"$3,267 ",$2.52 ,"19,024","$10,891,319,860 ","$572,504 ","$184,925,311 ","$547,854,245 ","$28,798 ","$34,462,581 ","$46,077,593 ","$501,776,652 ","$100,310,171 ",0.92%,0.94%,5.03%,4.95%,"109,521,542","$5,757 ",1.01%,0.99%
11220,"2,558","$200,526,303 ","$1,595,332,330 ","$41,018,313 ","$307,817,024 ","$8,958,308 ","$68,693,356 ","$41,714,224 ","$339,336,648 ",21.27%,17.20%,"$9,040,111 ","$76,087,836 ","15,505","14,611","6,128,654","14,119,911","238,653,848","30,767,254",1.93%,1.52%,"43,747,281",2.74%,2.22%,"$109,187 ",$113 ,"$23,225 ",$24 ,"$2,994 ",$3.10 ,"7,344","$5,217,426,992 ","$710,434 ","$78,363,285 ","$238,419,828 ","$32,465 ","$13,420,498 ","$23,157,507 ","$215,262,321 ","$43,033,091 ",0.82%,0.89%,4.57%,4.71%,"47,662,508","$6,490 ",0.91%,0.94%
11221,"1,928","$178,998,362 ","$1,091,580,985 ","$45,511,442 ","$278,506,609 ","$21,589,397 ","$149,124,771 ","$54,676,008 ","$318,643,054 ",29.19%,20.87%,"$28,272,987 ","$178,982,115 ","17,212","16,663","7,362,244","15,229,819","128,617,641","16,581,386",1.52%,1.44%,"41,079,463",3.76%,2.69%,"$65,509 ",$72 ,"$19,123 ",$21 ,"$2,465 ",$2.70 ,"14,631","$7,396,849,747 ","$505,560 ","$144,354,907 ","$371,943,743 ","$25,422 ","$28,219,422 ","$34,014,469 ","$337,929,274 ","$67,555,441 ",0.91%,0.94%,5.03%,4.81%,"74,355,274","$5,082 ",1.01%,0.96%
11222,"2,959","$285,229,321 ","$1,973,936,089 ","$45,843,314 ","$325,897,110 ","$6,702,632 ","$113,540,181 ","$51,950,614 ","$368,364,021 ",18.66%,12.92%,"$7,702,939 ","$124,496,605 ","15,078","14,428","6,548,796","13,277,447","212,081,105","27,341,496",1.39%,0.93%,"47,489,490",2.41%,1.67%,"$136,813 ",$149 ,"$25,531 ",$28 ,"$3,291 ",$3.58 ,"1,602","$1,148,897,606 ","$717,165 ","$8,568,834 ","$30,012,033 ","$18,734 ","$1,420,712 ","$3,226,336 ","$26,785,697 ","$5,354,729 ",0.47%,0.47%,2.61%,2.57%,"5,999,706","$3,745 ",0.52%,0.51%
11223,"1,195","$199,242,080 ","$874,965,864 ","$68,687,753 ","$267,377,922 ","$19,866,203 ","$60,552,676 ","$68,909,343 ","$310,657,321 ",35.51%,36.63%,"$19,585,377 ","$72,753,070 ","12,549","12,198","7,424,651","12,360,420","206,768,126","26,656,547",3.05%,1.60%,"40,049,942",4.58%,4.72%,"$71,730 ",$71 ,"$25,468 ",$25 ,"$3,283 ",$3.24 ,"2,768","$4,215,470,064 ","$1,522,930 ","$20,301,584 ","$72,152,116 ","$26,067 ","$3,127,022 ","$7,308,483 ","$64,843,633 ","$12,962,891 ",0.31%,0.28%,1.71%,1.55%,"14,423,930","$5,211 ",0.34%,0.31%
11224,"1,259","$158,693,059 ","$1,017,274,266 ","$67,309,849 ","$374,852,385 ","$59,643,437 ","$263,546,992 ","$65,228,959 ","$428,687,986 ",42.14%,45.00%,"$57,740,158 ","$308,000,851 ","16,508","16,385","15,564,317","16,610,130","108,804,266","14,027,046",1.38%,1.99%,"55,266,455",5.43%,5.80%,"$62,086 ",$61 ,"$26,163 ",$26 ,"$3,373 ",$3.33 ,607,"$278,206,614 ","$458,331 ","$4,949,216 ","$12,231,431 ","$20,151 ","$1,456,794 ","$6,532,972 ","$5,698,459 ","$1,139,179 ",0.41%,0.64%,4.40%,5.35%,"2,445,185","$4,028 ",0.88%,1.07%
11225,"1,040","$148,684,893 ","$1,186,939,466 ","$52,512,555 ","$388,236,566 ","$7,232,863 ","$65,654,337 ","$57,313,310 ","$461,944,228 ",38.92%,45.00%,"$7,621,572 ","$76,975,781 ","19,814","19,271","6,036,911","18,915,000","317,256,258","40,900,677",3.45%,1.96%,"59,553,850",5.02%,5.80%,"$61,592 ",$63 ,"$23,971 ",$24 ,"$3,090 ",$3.15 ,1,"$538,000 ","$538,000 ","$10,450 ","$31,063 ","$31,063 ",$0 ,$0 ,"$31,063 ","$6,210 ",1.15%,1.15%,5.77%,5.77%,"6,210","$6,210 ",1.15%,1.15%
11226,"1,502","$264,570,503 ","$1,736,966,542 ","$91,754,516 ","$564,283,126 ","$5,086,646 ","$36,800,479 ","$105,878,632 ","$690,963,372 ",39.78%,45.00%,"$7,022,416 ","$45,080,206 ","32,183","31,616","11,467,969","30,730,415","525,150,190","67,702,362",3.90%,4.04%,"89,078,998",5.13%,5.80%,"$54,939 ",$57 ,"$21,855 ",$22 ,"$2,818 ",$2.90 ,689,"$643,975,495 ","$934,652 ","$3,586,532 ","$14,649,918 ","$21,263 ","$413,384 ","$1,007,503 ","$13,642,415 ","$2,727,255 ",0.42%,0.54%,2.27%,3.07%,"2,928,665","$4,251 ",0.45%,0.61%
11227,1,"$15,000 ","$563,000 ","$1,389 ","$52,127 ",$0 ,$0 ,"$1,389 ","$52,127 ",9.26%,9.26%,$0 ,$0 ,7,7,"3,402","4,875","52,127","6,720",1.19%,1.19%,"6,720",1.19%,1.19%,"$80,429 ",$115 ,"$7,447 ",$11 ,$960 ,$1.38 ,3,"$1,668,031 ","$556,010 ",$455 ,"$56,536 ","$18,845 ",$0 ,"$9,972 ","$46,564 ","$9,309 ",0.56%,0.56%,3.39%,3.39%,"11,302","$3,767 ",0.68%,0.68%
11228,424,"$53,628,845 ","$218,721,749 ","$12,749,458 ","$51,954,301 ","$1,249,496 ","$2,955,060 ","$12,821,170 ","$57,435,810 ",26.26%,19.50%,"$1,300,097 ","$3,107,810 ","2,479","2,323","1,409,747","2,505,743","48,929,041","6,307,932",2.88%,2.19%,"7,404,625",3.39%,2.51%,"$94,155 ",$87 ,"$24,725 ",$23 ,"$3,188 ",$2.96 ,"3,985","$3,382,080,535 ","$848,703 ","$55,037,967 ","$146,655,699 ","$36,802 ","$9,499,027 ","$14,118,005 ","$132,537,694 ","$26,495,610 ",0.78%,0.82%,4.34%,4.40%,"29,317,941","$7,357 ",0.87%,0.88%
11229,"1,096","$215,585,783 ","$1,023,538,036 ","$91,917,079 ","$364,256,044 ","$39,003,152 ","$89,244,211 ","$91,218,737 ","$427,642,753 ",41.78%,45.00%,"$38,513,194 ","$105,373,249 ","16,519","16,313","7,692,746","17,448,849","274,047,858","35,330,250",3.45%,0.85%,"55,131,704",5.39%,5.80%,"$62,744 ",$59 ,"$26,215 ",$25 ,"$3,380 ",$3.16 ,"5,991","$5,265,973,968 ","$878,981 ","$65,937,875 ","$210,910,500 ","$35,205 ","$11,265,865 ","$19,529,949 ","$191,380,551 ","$38,258,886 ",0.73%,0.75%,4.01%,3.97%,"42,163,118","$7,038 ",0.80%,0.79%
11230,"1,301","$236,112,002 ","$1,296,918,140 ","$91,608,621 ","$452,234,042 ","$12,393,000 ","$52,926,660 ","$93,949,607 ","$533,472,230 ",41.13%,45.00%,"$13,545,624 ","$60,429,570 ","21,524","21,219","7,721,928","22,478,325","398,535,600","51,379,210",3.96%,2.23%,"68,775,240",5.30%,5.80%,"$61,121 ",$58 ,"$25,141 ",$24 ,"$3,241 ",$3.06 ,"4,874","$3,225,327,778 ","$661,741 ","$39,858,235 ","$139,147,021 ","$28,549 ","$7,605,728 ","$14,000,809 ","$125,146,212 ","$25,017,979 ",0.78%,0.81%,4.31%,4.36%,"27,816,881","$5,707 ",0.86%,0.87%
11231,"2,657","$392,923,702 ","$1,326,750,965 ","$56,588,979 ","$245,450,561 ","$7,551,461 ","$61,045,815 ","$58,918,223 ","$268,008,292 ",20.20%,18.83%,"$8,938,897 ","$68,920,515 ","9,571","9,260","10,832,894","10,120,038","183,839,172","23,700,546",1.79%,1.52%,"34,551,629",2.60%,2.43%,"$143,278 ",$131 ,"$28,943 ",$26 ,"$3,731 ",$3.41 ,"9,577","$8,232,033,664 ","$859,563 ","$114,618,549 ","$374,724,933 ","$39,128 ","$22,583,612 ","$32,592,990 ","$342,131,943 ","$68,395,597 ",0.83%,0.86%,4.55%,4.60%,"74,911,261","$7,822 ",0.91%,0.92%
11232,"1,036","$74,122,988 ","$576,819,210 ","$14,148,787 ","$115,194,601 ","$3,011,268 ","$26,892,709 ","$14,742,069 ","$128,993,877 ",22.36%,32.24%,"$3,026,692 ","$28,689,407 ","5,705","5,436","2,605,662","4,925,694","88,254,263","11,377,740",1.97%,1.07%,"16,629,891",2.88%,4.16%,"$106,111 ",$117 ,"$23,730 ",$26 ,"$3,059 ",$3.38 ,"8,075","$6,543,251,999 ","$810,310 ","$111,063,388 ","$286,874,335 ","$35,526 ","$19,485,014 ","$27,091,491 ","$259,782,844 ","$51,933,188 ",0.79%,0.82%,4.38%,4.37%,"57,349,048","$7,102 ",0.88%,0.87%
11233,"1,662","$163,997,912 ","$1,073,778,722 ","$42,085,460 ","$288,636,165 ","$25,638,620 ","$195,224,848 ","$49,882,407 ","$329,321,806 ",30.67%,21.37%,"$31,285,193 ","$226,717,441 ","17,994","17,543","8,828,783","17,500,728","93,242,585","12,020,834",1.12%,1.16%,"42,456,167",3.95%,2.76%,"$61,208 ",$61 ,"$18,772 ",$19 ,"$2,420 ",$2.43 ,"3,338","$3,015,347,034 ","$903,339 ","$32,818,554 ","$138,538,392 ","$41,503 ","$6,434,293 ","$10,533,692 ","$128,004,700 ","$25,589,420 ",0.85%,0.86%,4.59%,4.57%,"27,695,210","$8,297 ",0.92%,0.91%
11234,338,"$60,714,764 ","$267,258,942 ","$24,989,746 ","$94,927,511 ","$11,842,835 ","$35,448,936 ","$22,956,865 ","$109,261,650 ",40.88%,45.00%,"$10,241,649 ","$39,891,873 ","4,470","4,417","3,186,881","5,324,202","59,445,769","7,663,749",2.87%,0.21%,"14,086,012",5.27%,5.80%,"$60,507 ",$50 ,"$24,737 ",$21 ,"$3,189 ",$2.65 ,"5,947","$4,881,966,908 ","$820,913 ","$61,701,666 ","$212,527,943 ","$35,737 ","$11,919,579 ","$17,485,249 ","$195,042,694 ","$38,990,985 ",0.80%,0.82%,4.35%,4.36%,"42,486,461","$7,144 ",0.87%,0.87%
11235,"3,013","$251,439,330 ","$1,717,813,629 ","$107,267,221 ","$640,370,884 ","$36,285,867 ","$178,938,742 ","$105,102,296 ","$729,851,848 ",42.49%,45.00%,"$36,759,597 ","$200,752,927 ","25,793","25,426","20,413,224","30,711,565","458,706,789","59,136,479",3.44%,1.53%,"94,092,500",5.48%,5.80%,"$67,561 ",$56 ,"$28,705 ",$24 ,"$3,701 ",$3.06 ,"4,016","$3,433,775,424 ","$855,024 ","$44,637,807 ","$156,515,120 ","$38,973 ","$8,169,625 ","$11,791,878 ","$144,723,242 ","$28,931,623 ",0.84%,0.85%,4.56%,4.51%,"31,288,938","$7,791 ",0.91%,0.90%
11236,313,"$52,232,185 ","$254,679,004 ","$26,649,524 ","$80,835,748 ","$18,299,890 ","$45,299,352 ","$17,276,630 ","$94,660,556 ",37.17%,24.13%,"$9,123,354 ","$53,445,546 ","4,844","4,778","5,815,612","5,965,666","35,446,022","4,569,701",1.79%,2.08%,"12,203,639",4.79%,3.11%,"$53,302 ",$43 ,"$19,812 ",$16 ,"$2,554 ",$2.05 ,"2,150","$2,168,440,509 ","$1,008,577 ","$28,696,130 ","$90,245,982 ","$41,975 ","$4,721,071 ","$6,241,439 ","$84,004,543 ","$16,793,348 ",0.77%,0.80%,4.16%,4.26%,"18,041,074","$8,391 ",0.83%,0.85%
11237,"2,353","$139,004,317 ","$1,343,028,232 ","$23,720,980 ","$179,064,382 ","$4,701,771 ","$38,353,403 ","$26,050,994 ","$193,581,709 ",14.41%,9.65%,"$5,249,868 ","$46,070,276 ","13,702","13,093","7,447,104","11,901,417","140,454,818","18,107,435",1.35%,1.14%,"24,956,554",1.86%,1.24%,"$102,576 ",$113 ,"$14,785 ",$16 ,"$1,906 ",$2.10 ,"6,244","$5,136,812,573 ","$822,680 ","$83,598,783 ","$241,475,698 ","$38,673 ","$14,235,778 ","$19,186,940 ","$222,288,758 ","$44,437,746 ",0.87%,0.89%,4.70%,4.70%,"48,273,407","$7,731 ",0.94%,0.94%
11238,"3,820","$360,854,295 ","$2,401,251,745 ","$90,250,349 ","$612,065,645 ","$23,523,159 ","$189,491,151 ","$95,517,404 ","$716,554,943 ",29.84%,45.00%,"$24,372,987 ","$216,714,789 ","23,282","22,821","16,986,100","22,481,322","422,163,549","54,425,325",2.27%,1.22%,"92,378,263",3.85%,5.80%,"$105,221 ",$107 ,"$31,399 ",$32 ,"$4,048 ",$4.11 ,"6,568","$5,017,668,203 ","$763,957 ","$87,349,569 ","$232,408,126 ","$35,385 ","$14,836,664 ","$20,179,320 ","$212,228,806 ","$42,426,661 ",0.85%,0.88%,4.63%,4.64%,"46,460,708","$7,074 ",0.93%,0.93%
11239,13,"$67,261,000 ","$420,331,000 ","$29,840,126 ","$170,475,557 ","$29,767,580 ","$169,377,865 ","$30,267,450 ","$189,148,950 ",45.00%,45.00%,"$30,160,185 ","$188,016,539 ","7,955","7,949","4,352,958","7,967,066","1,097,692","141,514",0.03%,0.00%,"24,385,083",5.80%,5.80%,"$52,878 ",$53 ,"$23,795 ",$24 ,"$3,068 ",$3.06 ,"3,559","$2,711,775,700 ","$761,949 ","$49,321,395 ","$127,377,735 ","$35,790 ","$7,535,897 ","$9,298,656 ","$118,079,079 ","$23,605,189 ",0.87%,0.90%,4.70%,4.73%,"25,464,083","$7,155 ",0.94%,0.95%
11242,0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,#DIV/0!,#NUM!,$0 ,$0 ,0,0,0,0,0,0,#DIV/0!,#NUM!,0,#DIV/0!,#NUM!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,"4,589","$3,376,468,594 ","$735,774 ","$55,714,647 ","$151,952,764 ","$33,112 ","$9,148,389 ","$12,576,424 ","$139,376,340 ","$27,862,724 ",0.83%,0.86%,4.50%,4.50%,"30,376,877","$6,619 ",0.90%,0.90%
11249,"4,296","$205,227,991 ","$1,932,217,722 ","$61,537,099 ","$580,608,947 ","$23,296,296 ","$417,686,353 ","$68,420,528 ","$690,902,997 ",35.76%,45.00%,"$24,540,592 ","$501,229,642 ","15,447","14,806","54,473,647","23,184,913","161,965,198","20,880,553",1.08%,0.44%,"89,071,214",4.61%,5.80%,"$130,502 ",$83 ,"$46,664 ",$30 ,"$6,016 ",$3.84 ,"5,934","$4,253,395,956 ","$716,784 ","$50,827,571 ","$180,546,201 ","$30,426 ","$7,187,026 ","$24,503,469 ","$156,042,732 ","$31,194,503 ",0.73%,0.78%,4.24%,4.17%,"36,092,991","$6,082 ",0.85%,0.83%
11251,0,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,#DIV/0!,#NUM!,$0 ,$0 ,0,0,0,0,0,0,#DIV/0!,#NUM!,0,#DIV/0!,#NUM!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,"5,078","$3,133,820,717 ","$617,137 ","$36,931,927 ","$138,713,433 ","$27,317 ","$6,323,371 ","$10,132,594 ","$128,580,839 ","$25,704,596 ",0.82%,0.85%,4.43%,4.48%,"27,730,202","$5,461 ",0.88%,0.90%
11354,"3,136","$193,162,637 ","$1,190,442,037 ","$79,576,735 ","$458,140,761 ","$31,129,175 ","$146,303,568 ","$79,392,582 ","$517,757,130 ",43.49%,45.00%,"$31,428,490 ","$157,097,054 ","15,385","15,160","37,295,905","20,704,169","311,348,130","40,139,001",3.37%,1.78%,"66,749,249",5.61%,5.80%,"$78,525 ",$57 ,"$34,153 ",$25 ,"$4,403 ",$3.22 ,"3,998","$3,073,852,066 ","$768,847 ","$34,955,923 ","$142,737,053 ","$35,702 ","$8,426,921 ","$13,838,663 ","$128,898,390 ","$25,768,077 ",0.84%,0.90%,4.64%,4.72%,"28,534,564","$7,137 ",0.93%,0.94%
11355,"4,064","$261,373,387 ","$1,520,511,253 ","$104,338,377 ","$595,154,623 ","$25,854,962 ","$127,470,780 ","$105,902,316 ","$654,944,442 ",43.07%,45.00%,"$26,454,795 ","$133,722,195 ","20,696","20,352","131,959,010","23,859,924","467,489,686","60,268,770",3.96%,4.78%,"84,435,437",5.55%,5.80%,"$74,711 ",$64 ,"$32,181 ",$27 ,"$4,149 ",$3.54 ,1,"$811,000 ","$811,000 ","$8,678 ","$41,158 ","$41,158 ","$1,550 ","$1,550 ","$39,608 ","$7,918 ",0.98%,0.98%,5.07%,5.07%,"8,228","$8,228 ",1.01%,1.01%
11356,192,"$29,148,676 ","$83,802,001 ","$6,226,710 ","$17,107,291 ","$352,148 ","$2,059,175 ","$6,256,551 ","$17,876,559 ",21.33%,20.13%,"$352,148 ","$2,311,829 ",736,676,"2,736,397","1,837,234","15,048,116","1,940,003",2.31%,1.63%,"2,304,646",2.75%,2.60%,"$123,967 ",$46 ,"$26,445 ",$10 ,"$3,409 ",$1.25 ,"1,763","$1,520,423,740 ","$862,407 ","$17,335,262 ","$63,681,520 ","$36,121 ","$3,603,498 ","$5,520,298 ","$58,161,222 ","$11,627,010 ",0.76%,0.81%,4.19%,4.16%,"12,730,573","$7,221 ",0.84%,0.83%
11357,191,"$91,822,013 ","$332,038,000 ","$35,724,399 ","$119,178,804 ","$14,561,361 ","$15,459,939 ","$36,232,179 ","$140,880,349 ",42.43%,45.00%,"$15,873,300 ","$16,972,465 ","4,262","4,236","8,366,736","5,029,331","103,718,865","13,371,436",4.03%,3.44%,"18,162,295",5.47%,5.80%,"$78,385 ",$66 ,"$33,258 ",$28 ,"$4,288 ",$3.61 ,"6,326","$5,121,605,436 ","$809,612 ","$84,177,098 ","$214,278,466 ","$33,873 ","$13,277,226 ","$22,272,567 ","$192,005,899 ","$38,383,899 ",0.75%,0.78%,4.18%,4.14%,"42,836,408","$6,771 ",0.84%,0.83%
11358,542,"$79,642,793 ","$248,883,990 ","$24,241,122 ","$77,013,769 ","$1,660,934 ","$3,710,788 ","$24,219,072 ","$87,611,501 ",35.20%,45.00%,"$1,697,549 ","$3,818,014 ","3,161","3,074","4,619,689","2,966,685","73,283,696","9,447,734",3.80%,4.55%,"11,294,875",4.54%,5.80%,"$80,964 ",$84 ,"$28,501 ",$30 ,"$3,674 ",$3.81 ,"2,938","$2,443,179,133 ","$831,579 ","$39,087,307 ","$105,836,947 ","$36,023 ","$6,623,549 ","$8,874,638 ","$96,962,309 ","$19,383,735 ",0.79%,0.82%,4.33%,4.34%,"21,157,864","$7,201 ",0.87%,0.87%
